index,label,color,shape,chimbeom,beonjim,result
776,001_015_208,3,1,3,1,0
777,001_015_209,2,1,1,1,0
778,001_015_21,3,1,2,1,0
779,001_015_210,2,1,3,1,0
780,001_015_211,2,1,1,1,0
781,001_015_212,2,1,2,1,0
782,001_015_213,2,1,3,1,0
783,001_015_214,2,2,1,1,0
784,001_015_215,2,1,1,1,0
785,001_015_216,2,1,1,1,0
786,001_015_217,2,1,3,1,0
787,001_015_218,2,1,3,1,0
788,001_015_219,2,1,3,1,0
789,001_015_22,3,1,2,1,0
790,001_015_220,2,1,3,1,0
791,001_015_221,3,4,2,1,0
792,001_015_222,2,1,1,1,0
793,001_015_223,2,1,1,1,0
794,001_015_224,3,1,3,1,0
795,001_015_225,3,1,3,1,0
796,001_015_226,2,1,3,1,0
797,001_015_227,2,1,2,1,0
798,001_015_228,2,1,2,1,0
799,001_015_229,2,1,1,1,0
800,001_015_23,1,1,1,2,0
801,001_015_230,3,1,3,1,0
802,001_015_231,2,1,1,1,0
803,001_015_232,2,1,3,1,0
804,001_015_233,2,1,3,1,0
805,001_015_234,3,1,3,1,0
806,001_015_235,2,1,1,1,0
807,001_015_236,3,1,2,1,0
808,001_015_237,3,1,3,1,0
809,001_015_238,3,1,2,1,0
810,001_015_24,2,3,1,1,0
811,001_015_240,3,2,3,1,0
812,001_015_241,2,1,1,1,0
813,001_015_242,3,1,3,1,0
814,001_015_243,2,1,3,1,0
815,001_015_244,2,1,1,4,0
816,001_015_245,2,1,2,1,0
817,001_015_246,2,1,3,1,0
818,001_015_247,3,1,2,1,0
819,001_015_248,3,1,3,1,0
820,001_015_249,3,1,3,1,0
821,001_015_25,1,3,1,1,0
822,001_015_250,2,1,3,1,0
823,001_015_251,2,1,2,1,0
824,001_015_252,3,1,3,1,0
825,001_015_253,2,1,3,1,0
826,001_015_254,3,2,2,1,0
827,001_015_255,3,1,3,1,0
828,001_015_256,2,1,3,1,0
829,001_015_257,2,3,1,1,0
830,001_015_258,3,1,2,1,0
831,001_015_259,2,1,1,1,0
832,001_015_26,2,1,1,1,0
833,001_015_260,2,1,1,1,0
834,001_015_261,2,1,1,1,0
835,001_015_265,1,1,1,4,0
836,001_015_266,1,1,1,4,0
837,001_015_267,4,1,1,0,0
838,001_015_268,4,1,1,0,0
839,001_015_269,4,1,1,0,0
840,001_015_27,2,3,1,1,0
841,001_015_270,4,1,1,0,0
842,001_015_271,2,1,1,4,0
843,001_015_275,2,1,1,1,0
844,001_015_28,3,3,2,1,0
845,001_015_283,2,1,1,1,0
846,001_015_284,4,1,1,0,0
847,001_015_285,2,1,1,4,0
848,001_015_287,4,1,1,0,0
849,001_015_288,4,1,1,0,0
850,001_015_289,3,1,2,1,0
851,001_015_29,2,3,1,1,0
852,001_015_293,2,1,1,1,0
853,001_015_294,2,3,1,1,0
854,001_015_295,2,3,1,1,0
855,001_015_296,2,1,1,1,0
856,001_015_297,2,1,1,1,0
857,001_015_298,2,2,1,4,0
858,001_015_299,2,1,2,4,0
859,001_015_3,2,3,3,1,0
860,001_015_30,2,3,2,1,0
861,001_015_300,2,2,1,1,0
862,001_015_301,2,2,1,1,0
863,001_015_302,2,2,1,1,0
864,001_015_303,2,1,1,1,0
865,001_015_304,2,1,1,4,0
866,001_015_306,3,4,2,1,0
867,001_015_309,1,1,2,1,0
868,001_015_31,2,2,2,1,0
869,001_015_310,1,2,1,1,0
870,001_015_311,2,2,1,1,0
871,001_015_313,4,3,2,0,0
872,001_015_314,4,3,2,0,0
873,001_015_315,2,1,1,2,0
874,001_015_317,3,1,1,1,0
875,001_015_318,2,1,1,2,0
876,001_015_319,2,1,1,2,0
877,001_015_32,3,1,1,1,0
878,001_015_320,2,1,1,2,0
879,001_015_321,1,1,1,4,0
880,001_015_322,4,1,1,4,0
881,001_015_323,1,1,1,1,0
882,001_015_324,2,1,1,4,0
883,001_015_325,4,1,1,4,0
884,001_015_326,2,1,1,4,0
885,001_015_33,2,1,1,4,0
886,001_015_331,4,1,1,4,0
887,001_015_332,2,1,1,2,0
888,001_015_333,0,5,1,2,0
889,001_015_334,0,5,1,2,0
890,001_015_339,4,3,2,0,0
891,001_015_34,2,1,2,1,0
892,001_015_340,2,1,1,1,0
893,001_015_341,2,1,1,1,0
894,001_015_343,2,1,1,4,0
895,001_015_344,2,1,1,1,0
896,001_015_345,2,1,1,1,0
897,001_015_346,2,1,1,1,0
898,001_015_347,2,2,1,1,0
899,001_015_348,2,3,2,4,0
900,001_015_349,2,1,1,1,0
901,001_015_35,2,1,1,1,0
902,001_015_350,2,1,1,1,0
903,001_015_351,2,1,1,1,0
904,001_015_352,0,5,1,2,0
905,001_015_353,0,5,1,2,0
906,001_015_356,2,3,1,1,0
907,001_015_357,2,1,1,1,0
908,001_015_358,2,1,1,1,0
909,001_015_359,2,1,1,1,0
910,001_015_36,3,2,2,1,0
911,001_015_360,2,1,1,1,0
912,001_015_361,2,1,1,2,0
913,001_015_362,2,1,1,2,0
914,001_015_363,4,1,1,4,0
915,001_015_364,2,1,1,2,0
916,001_015_366,2,1,1,2,0
917,001_015_367,2,1,1,2,0
918,001_015_37,2,1,1,1,0
919,001_015_370,2,1,1,1,0
920,001_015_371,2,1,1,1,0
921,001_015_372,2,1,1,2,0
922,001_015_373,2,1,1,1,0
923,001_015_375,2,1,1,2,0
924,001_015_376,2,1,1,2,0
925,001_015_378,2,2,1,1,0
926,001_015_379,2,1,1,1,0
927,001_015_38,2,3,1,1,0
928,001_015_380,2,1,1,1,0
929,001_015_381,2,1,1,1,0
930,001_015_382,2,1,1,2,0
931,001_015_383,2,1,1,2,0
932,001_015_384,2,1,1,1,0
933,001_015_385,3,4,2,1,0
934,001_015_386,1,1,1,4,0
935,001_015_387,4,1,1,4,0
936,001_015_388,1,2,1,1,0
937,001_015_389,1,2,1,1,0
938,001_015_39,3,1,2,1,0
939,001_015_390,2,1,1,1,0
940,001_015_391,4,1,1,4,0
941,001_015_392,2,1,1,1,0
942,001_015_393,2,3,1,1,0
943,001_015_394,4,1,1,4,0
944,001_015_395,3,2,1,1,0
945,001_015_396,2,2,1,1,0
946,001_015_397,2,2,1,1,0
947,001_015_398,2,2,1,1,0
948,001_015_399,2,2,1,1,0
949,001_015_4,3,1,2,1,0
950,001_015_40,2,1,2,1,0
951,001_015_401,2,1,1,1,0
952,001_015_402,2,3,1,1,0
953,001_015_403,2,3,1,1,0
954,001_015_404,2,1,1,1,0
955,001_015_405,2,1,1,1,0
956,001_015_406,2,1,1,1,0
957,001_015_407,2,1,1,2,0
958,001_015_408,2,1,1,1,0
959,001_015_409,3,1,1,1,0
960,001_015_41,1,1,2,1,0
961,001_015_42,2,1,1,1,0
962,001_015_44,3,4,2,1,0
963,001_015_45,2,1,1,1,0
964,001_015_46,2,1,1,1,0
965,001_015_47,3,1,2,1,0
966,001_015_48,2,1,3,1,0
967,001_015_49,3,1,2,1,0
968,001_015_5,3,4,2,1,0
969,001_015_50,2,1,1,1,0
970,001_015_51,3,1,2,1,0
971,001_015_52,2,1,1,1,0
972,001_015_53,2,1,3,1,0
973,001_015_54,2,1,1,1,0
974,001_015_55,2,1,3,1,0
975,001_015_56,1,1,1,1,0
976,001_015_57,2,1,2,1,0
977,001_015_58,2,1,2,1,0
978,001_015_59,3,1,3,1,0
979,001_015_6,3,1,3,1,0
980,001_015_60,3,4,3,1,0
981,001_015_61,2,1,1,1,0
982,001_015_62,2,1,2,1,0
983,001_015_63,3,4,1,1,0
984,001_015_64,2,1,2,1,0
985,001_015_65,2,1,3,1,0
986,001_015_66,3,1,3,1,0
987,001_015_67,2,1,1,1,0
988,001_015_68,3,4,2,1,0
989,001_015_69,1,1,1,4,0
990,001_015_7,2,1,3,4,0
991,001_015_70,1,1,1,4,0
992,001_015_71,1,1,1,4,0
993,001_015_72,3,1,3,1,0
994,001_015_73,3,1,3,1,0
995,001_015_74,2,1,2,1,0
996,001_015_75,2,1,1,1,0
997,001_015_76,2,1,2,1,0
998,001_015_77,2,1,3,1,0
999,001_015_78,3,1,3,1,0
1000,001_015_79,2,1,1,1,0
1001,001_015_8,2,1,2,1,0
1002,001_015_80,3,1,3,1,0
1003,001_015_81,4,1,1,4,0
1004,001_015_82,3,1,3,1,0
1005,001_015_83,2,1,1,1,0
1006,001_015_84,2,1,1,1,0
1007,001_015_86,1,2,1,1,0
1008,001_015_87,1,2,1,1,0
1009,001_015_88,1,1,3,2,0
1010,001_015_89,2,1,1,4,0
1011,001_015_9,3,1,2,1,0
1012,001_015_90,2,1,1,1,0
1013,001_015_92,3,1,3,2,0
1014,001_015_94,2,1,3,1,0
1015,001_015_95,2,1,1,1,0
1016,001_015_96,2,1,1,1,0
1017,001_015_97,2,1,1,1,0
1018,001_015_98,2,1,2,1,0
1019,001_015_99,3,4,2,1,0
1020,001_016_1,4,1,2,0,0
1021,001_016_10,3,2,2,1,0
1022,001_016_104,2,1,1,1,0
1023,001_016_106,2,1,1,2,0
1024,001_016_107,2,1,1,2,0
1025,001_016_108,2,1,1,2,0
1026,001_016_11,3,1,2,1,0
1027,001_016_111,2,1,1,2,0
1028,001_016_114,2,1,1,2,0
1029,001_016_13,3,1,2,2,0
1030,001_016_14,3,1,2,1,0
1031,001_016_149,2,1,1,1,0
1032,001_016_15,2,1,1,1,0
1033,001_016_155,2,1,1,2,0
1034,001_016_157,2,2,1,2,0
1035,001_016_158,1,1,1,4,0
1036,001_016_159,3,2,2,1,0
1037,001_016_16,2,1,3,1,0
1038,001_016_161,3,2,2,1,0
1039,001_016_162,3,2,2,1,0
1040,001_016_163,2,1,1,1,0
1041,001_016_164,2,1,1,1,0
1042,001_016_167,2,1,1,2,0
1043,001_016_168,2,1,1,1,0
1044,001_016_169,2,1,1,2,0
1045,001_016_17,1,1,1,4,0
1046,001_016_18,2,1,3,1,0
1047,001_016_19,3,1,3,1,0
1048,001_016_2,3,1,2,1,0
1049,001_016_20,3,1,3,1,0
1050,001_016_21,3,2,2,1,0
1051,001_016_22,3,1,3,1,0
1052,001_016_23,3,1,2,1,0
1053,001_016_25,3,2,2,1,0
1054,001_016_26,3,1,2,1,0
1055,001_016_27,3,2,2,1,0
1056,001_016_28,0,1,1,1,0
1057,001_016_29,2,3,1,1,0
1058,001_016_30,3,1,3,1,0
1059,001_016_31,3,2,2,1,0
1060,001_016_32,2,1,3,1,0
1061,001_016_33,3,1,3,1,0
1062,001_016_34,3,1,2,1,0
1063,001_016_35,3,1,3,1,0
1064,001_016_36,2,1,1,4,0
1065,001_016_37,2,1,1,1,0
1066,001_016_38,3,2,3,1,0
1067,001_016_40,2,1,1,1,0
1068,001_016_41,3,4,3,1,0
1069,001_016_42,3,4,3,1,0
1070,001_016_43,3,2,3,2,0
1071,001_016_44,3,1,2,2,0
1072,001_016_45,2,1,3,1,0
1073,001_016_46,2,1,2,1,0
1074,001_016_47,1,1,3,2,0
1075,001_016_49,3,1,2,1,0
1076,001_016_5,3,1,2,1,0
1077,001_016_50,1,1,1,4,0
1078,001_016_51,1,1,1,4,0
1079,001_016_52,1,1,1,4,0
1080,001_016_53,1,1,1,4,0
1081,001_016_55,0,5,2,1,0
1082,001_016_58,2,1,1,1,0
1083,001_016_59,3,1,2,1,0
1084,001_016_6,3,1,2,2,0
1085,001_016_60,3,1,2,1,0
1086,001_016_61,2,3,1,1,0
1087,001_016_62,2,3,1,1,0
1088,001_016_63,2,3,1,1,0
1089,001_016_64,2,3,1,1,0
1090,001_016_66,2,1,1,2,0
1091,001_016_68,2,1,1,2,0
1092,001_016_7,3,2,2,2,0
1093,001_016_70,3,1,1,1,0
1094,001_016_72,2,2,1,1,0
1095,001_016_77,2,1,1,2,0
1096,001_016_78,2,1,1,2,0
1097,001_016_79,2,2,1,1,0
1098,001_016_8,1,1,1,1,0
1099,001_016_80,2,1,1,2,0
1100,001_016_82,1,1,1,4,0
1101,001_016_83,3,2,2,1,0
1102,001_016_9,3,2,2,1,0
1103,001_016_91,2,1,1,2,0
1104,001_016_93,2,1,1,2,0
1105,001_016_94,2,1,1,2,0
1106,001_017_12,2,1,1,2,0
1107,001_017_13,2,2,1,2,0
1108,001_017_15,2,1,1,2,0
1109,001_017_2,4,2,1,0,0
1110,001_017_34,0,5,1,2,0
1111,001_017_4,3,2,2,1,0
1112,001_017_42,0,5,1,2,0
1113,001_017_43,0,5,1,2,0
1114,001_017_45,2,1,1,1,0
1115,001_017_46,2,1,1,2,0
1116,001_017_47,0,1,1,2,0
1117,001_017_49,2,1,1,1,0
1118,001_017_5,3,2,2,1,0
1119,001_017_50,2,1,1,2,0
1120,001_017_52,2,1,1,2,0
1121,001_017_53,2,1,1,2,0
1122,001_017_55,2,1,1,2,0
1123,001_017_56,2,1,1,2,0
1124,001_017_57,2,1,1,2,0
1125,001_017_58,0,5,1,2,0
1126,001_017_59,0,5,1,2,0
1127,001_017_61,2,1,1,1,0
1128,001_017_62,2,1,1,2,0
1129,001_017_9,2,1,1,2,0
1130,001_018_1,3,1,3,1,0
1131,001_018_10,1,3,1,4,0
1132,001_018_11,1,3,1,4,0
1133,001_018_110,2,1,1,2,0
1134,001_018_111,2,1,1,4,0
1135,001_018_112,2,1,1,4,0
1136,001_018_113,0,5,1,2,0
1137,001_018_114,1,3,1,4,0
1138,001_018_115,0,1,1,2,0
1139,001_018_116,0,5,1,2,0
1140,001_018_12,2,3,1,1,0
1141,001_018_120,2,1,1,2,0
1142,001_018_121,0,1,1,2,0
1143,001_018_124,3,1,2,1,0
1144,001_018_13,1,1,3,2,0
1145,001_018_137,2,1,1,2,0
1146,001_018_14,3,2,2,2,0
1147,001_018_15,0,1,2,1,0
1148,001_018_16,3,2,2,1,0
1149,001_018_163,2,1,1,2,0
1150,001_018_17,3,1,3,2,0
1151,001_018_18,3,1,3,1,0
1152,001_018_185,1,1,2,2,0
1153,001_018_186,0,1,2,1,0
1154,001_018_187,2,2,1,4,0
1155,001_018_188,2,2,1,4,0
1156,001_018_189,1,3,1,4,0
1157,001_018_19,3,2,2,2,0
1158,001_018_198,2,3,1,1,0
1159,001_018_199,2,3,1,1,0
1160,001_018_2,3,1,3,1,0
1161,001_018_20,3,2,2,1,0
1162,001_018_21,3,1,3,2,0
1163,001_018_22,3,4,2,1,0
1164,001_018_23,3,2,2,1,0
1165,001_018_24,3,2,2,1,0
1166,001_018_25,3,2,3,1,0
1167,001_018_26,3,2,2,1,0
1168,001_018_27,3,1,3,2,0
1169,001_018_28,3,2,2,1,0
1170,001_018_29,1,1,3,2,0
1171,001_018_3,1,1,2,2,0
1172,001_018_30,3,2,3,2,0
1173,001_018_31,1,1,3,2,0
1174,001_018_32,2,1,1,4,0
1175,001_018_33,2,3,1,1,0
1176,001_018_34,0,1,2,1,0
1177,001_018_35,3,1,3,2,0
1178,001_018_37,1,2,3,2,0
1179,001_018_38,2,3,1,1,0
1180,001_018_4,2,2,1,4,0
1181,001_018_43,2,1,1,1,0
1182,001_018_5,3,1,2,1,0
1183,001_018_6,3,2,2,1,0
1184,001_018_7,2,1,2,1,0
1185,001_018_75,3,1,2,1,0
1186,001_018_8,3,2,2,1,0
1187,001_018_9,3,2,2,1,0
1188,001_018_94,2,3,1,1,0
1189,001_018_95,2,1,1,1,0
1190,001_019_1,3,2,3,2,0
1191,001_019_10,3,1,2,2,0
1192,001_019_11,0,1,2,1,0
1193,001_019_12,2,1,1,1,0
1194,001_019_13,3,1,3,2,0
1195,001_019_14,3,2,3,1,0
1196,001_019_15,1,1,3,1,0
1197,001_019_16,3,1,3,2,0
1198,001_019_17,3,1,3,2,0
1199,001_019_18,1,1,3,2,0
1200,001_019_19,2,1,1,2,0
1201,001_019_2,3,1,3,1,0
1202,001_019_20,3,2,3,1,0
1203,001_019_21,3,4,3,1,0
1204,001_019_26,2,1,1,2,0
1205,001_019_30,2,2,1,1,0
1206,001_019_31,2,1,1,2,0
1207,001_019_40,2,3,1,1,0
1208,001_019_41,2,1,1,2,0
1209,001_019_43,2,1,1,2,0
1210,001_019_45,2,3,1,1,0
1211,001_019_46,3,2,2,1,0
1212,001_019_47,2,1,1,2,0
1213,001_019_53,2,2,1,2,0
1214,001_019_54,2,1,1,2,0
1215,001_019_55,2,1,1,2,0
1216,001_019_58,2,1,1,2,0
1217,001_019_59,2,1,1,1,0
1218,001_019_6,1,1,1,2,0
1219,001_019_61,2,1,1,2,0
1220,001_019_62,2,1,1,2,0
1221,001_019_63,2,3,1,1,0
1222,001_019_64,2,1,1,2,0
1223,001_019_7,2,3,1,1,0
1224,001_019_8,3,2,2,1,0
1225,001_019_9,3,2,2,1,0
1226,001_020_1,1,1,1,2,0
1227,001_020_10,2,1,1,1,0
1228,001_020_12,1,5,1,2,0
1229,001_020_13,2,1,1,2,0
1230,001_020_14,2,1,1,2,0
1231,001_020_19,2,1,1,1,0
1232,001_020_20,0,5,1,2,0
1233,001_020_21,0,5,1,1,0
1234,001_020_22,2,1,1,1,0
1235,001_020_23,2,1,1,2,0
1236,001_020_24,3,5,1,1,0
1237,001_020_29,2,1,1,2,0
1238,001_020_30,0,5,1,2,0
1239,001_020_31,2,1,1,1,0
1240,001_020_32,2,3,1,2,0
1241,001_020_34,2,1,1,1,0
1242,001_020_35,2,1,1,2,0
1243,001_020_36,0,5,1,2,0
1244,001_020_37,0,5,1,1,0
1245,001_020_38,2,1,1,1,0
1246,001_020_39,2,1,1,1,0
1247,001_020_40,2,1,1,1,0
1248,001_020_41,2,1,1,2,0
1249,001_020_42,2,1,1,2,0
1250,001_020_43,2,1,1,2,0
1251,001_020_45,2,3,1,1,0
1252,001_020_47,2,1,1,1,0
1253,001_020_48,2,1,1,2,0
1254,001_020_49,2,1,1,2,0
1255,001_020_67,2,1,1,2,0
1256,001_020_69,2,1,1,1,0
1257,001_020_7,2,1,1,1,0
1258,001_020_70,2,1,1,2,0
1259,001_020_71,2,3,1,1,0
1260,001_020_72,2,3,1,2,0
1261,001_020_73,2,3,1,1,0
1262,001_020_74,2,1,1,1,0
1263,001_020_8,3,1,2,1,0
1264,001_020_9,3,2,2,1,0
1265,001_021_1,3,2,2,1,0
1266,001_021_10,1,1,1,1,0
1267,001_021_100,3,4,2,1,0
1268,001_021_101,0,5,1,2,0
1269,001_021_102,2,1,1,2,0
1270,001_021_103,2,1,1,1,0
1271,001_021_104,2,1,1,2,0
1272,001_021_11,1,1,2,2,0
1273,001_021_12,3,1,2,2,0
1274,001_021_13,3,1,3,2,0
1275,001_021_14,2,1,1,1,0
1276,001_021_15,2,1,1,1,0
1277,001_021_16,1,1,3,2,0
1278,001_021_17,2,1,2,1,0
1279,001_021_18,2,3,1,1,0
1280,001_021_19,2,1,1,1,0
1281,001_021_2,3,4,2,1,0
1282,001_021_20,3,1,3,2,0
1283,001_021_21,2,1,1,1,0
1284,001_021_23,3,1,3,1,0
1285,001_021_24,3,1,1,1,0
1286,001_021_26,2,1,1,1,0
1287,001_021_27,1,1,2,1,0
1288,001_021_29,3,4,2,1,0
1289,001_021_31,3,4,2,1,0
1290,001_021_34,3,4,2,1,0
1291,001_021_35,3,2,3,1,0
1292,001_021_37,0,1,3,2,0
1293,001_021_38,1,1,3,2,0
1294,001_021_41,2,1,1,1,0
1295,001_021_42,2,1,2,1,0
1296,001_021_43,1,1,2,1,0
1297,001_021_44,3,4,2,1,0
1298,001_021_46,2,1,1,2,0
1299,001_021_47,2,1,1,2,0
1300,001_021_48,2,1,1,2,0
1301,001_021_49,2,1,1,2,0
1302,001_021_5,2,1,2,1,0
1303,001_021_54,2,1,1,1,0
1304,001_021_55,2,1,1,2,0
1305,001_021_56,2,1,1,2,0
1306,001_021_57,2,1,1,1,0
1307,001_021_6,3,1,2,1,0
1308,001_021_66,2,1,1,2,0
1309,001_021_67,2,1,1,1,0
1310,001_021_68,2,1,1,2,0
1311,001_021_69,2,5,1,2,0
1312,001_021_70,2,1,1,1,0
1313,001_021_72,2,1,1,2,0
1314,001_021_9,3,2,2,1,0
1315,001_021_98,2,1,1,2,0
1316,001_021_99,2,1,1,2,0
1317,001_022_1,3,2,2,1,0
1318,001_022_100,2,1,1,1,0
1319,001_022_105,2,1,1,2,0
1320,001_022_106,2,1,1,1,0
1321,001_022_107,2,1,2,4,0
1322,001_022_108,2,1,1,2,0
1323,001_022_109,0,5,1,2,0
1324,001_022_110,2,1,1,2,0
1325,001_022_111,2,1,1,2,0
1326,001_022_122,0,1,1,1,0
1327,001_022_13,1,1,2,2,0
1328,001_022_140,2,1,1,2,0
1329,001_022_161,3,1,3,1,0
1330,001_022_17,1,1,2,2,0
1331,001_022_174,2,2,1,1,0
1332,001_022_175,2,1,1,1,0
1333,001_022_176,2,1,1,2,0
1334,001_022_177,2,1,1,1,0
1335,001_022_179,2,1,1,1,0
1336,001_022_180,2,1,1,1,0
1337,001_022_181,2,1,1,1,0
1338,001_022_182,2,1,1,2,0
1339,001_022_183,2,1,1,2,0
1340,001_022_19,2,1,1,2,0
1341,001_022_20,2,1,1,2,0
1342,001_022_21,3,2,2,1,0
1343,001_022_22,1,1,1,1,0
1344,001_022_23,2,2,1,1,0
1345,001_022_24,2,1,2,4,0
1346,001_022_25,2,1,1,1,0
1347,001_022_26,2,1,1,2,0
1348,001_022_27,2,1,1,2,0
1349,001_022_29,1,1,3,1,0
1350,001_022_33,2,1,2,1,0
1351,001_022_34,1,1,3,2,0
1352,001_022_36,2,1,3,1,0
1353,001_022_37,3,1,2,2,0
1354,001_022_38,3,1,3,2,0
1355,001_022_39,3,1,3,1,0
1356,001_022_40,3,1,3,2,0
1357,001_022_42,2,1,3,1,0
1358,001_022_43,2,1,1,1,0
1359,001_022_44,2,1,1,1,0
1360,001_022_45,2,1,1,1,0
1361,001_022_46,3,1,3,1,0
1362,001_022_47,2,1,1,1,0
1363,001_022_48,2,1,3,1,0
1364,001_022_49,2,1,1,1,0
1365,001_022_50,2,2,2,1,0
1366,001_022_51,3,2,3,1,0
1367,001_022_52,2,1,2,1,0
1368,001_022_53,1,1,3,2,0
1369,001_022_55,2,1,1,2,0
1370,001_022_57,2,1,1,1,0
1371,001_022_58,2,1,1,4,0
1372,001_022_59,2,1,1,2,0
1373,001_022_62,2,1,1,2,0
1374,001_022_64,2,1,1,1,0
1375,001_022_65,2,1,1,2,0
1376,001_022_67,3,1,1,1,0
1377,001_022_69,2,1,1,1,0
1378,001_022_71,2,1,1,2,0
1379,001_022_73,0,1,1,2,0
1380,001_022_74,2,1,1,2,0
1381,001_022_75,2,1,1,4,0
1382,001_022_91,2,1,1,2,0
1383,001_022_92,0,5,1,2,0
1384,001_022_93,2,1,1,2,0
1385,001_022_96,0,1,1,2,0
1386,001_022_99,2,1,1,1,0
1387,001_023_1,3,2,2,1,0
1388,001_023_10,1,1,1,1,0
1389,001_023_100,2,1,2,1,0
1390,001_023_101,2,1,1,1,0
1391,001_023_102,2,1,1,1,0
1392,001_023_103,2,1,1,1,0
1393,001_023_104,3,1,2,1,0
1394,001_023_105,2,1,1,1,0
1395,001_023_106,2,1,1,1,0
1396,001_023_108,2,1,1,2,0
1397,001_023_109,2,1,1,2,0
1398,001_023_11,3,3,2,1,0
1399,001_023_110,2,1,1,2,0
1400,001_023_111,2,1,1,2,0
1401,001_023_112,2,1,1,2,0
1402,001_023_113,2,1,1,2,0
1403,001_023_114,2,1,1,2,0
1404,001_023_115,2,2,1,2,0
1405,001_023_116,2,1,1,2,0
1406,001_023_117,2,1,1,2,0
1407,001_023_118,2,1,1,1,0
1408,001_023_119,2,1,1,2,0
1409,001_023_12,3,2,2,1,0
1410,001_023_120,2,1,1,2,0
1411,001_023_121,2,1,1,2,0
1412,001_023_126,3,2,2,1,0
1413,001_023_127,2,1,1,1,0
1414,001_023_129,0,5,1,2,0
1415,001_023_13,3,2,2,1,0
1416,001_023_130,2,1,1,1,0
1417,001_023_131,2,1,1,2,0
1418,001_023_132,2,3,1,1,0
1419,001_023_133,2,1,1,2,0
1420,001_023_134,2,1,1,2,0
1421,001_023_135,3,3,2,1,0
1422,001_023_136,2,1,1,2,0
1423,001_023_137,2,1,1,2,0
1424,001_023_138,3,2,2,1,0
1425,001_023_139,2,1,1,2,0
1426,001_023_14,3,2,2,1,0
1427,001_023_140,2,1,1,2,0
1428,001_023_141,2,1,1,1,0
1429,001_023_142,2,1,1,2,0
1430,001_023_143,2,1,1,2,0
1431,001_023_144,2,1,1,2,0
1432,001_023_145,2,1,1,1,0
1433,001_023_147,2,3,1,1,0
1434,001_023_148,2,1,1,1,0
1435,001_023_15,3,2,2,1,0
1436,001_023_151,2,1,1,2,0
1437,001_023_152,2,1,1,2,0
1438,001_023_153,2,1,1,1,0
1439,001_023_154,2,1,1,2,0
1440,001_023_155,2,1,1,2,0
1441,001_023_158,2,1,1,2,0
1442,001_023_159,2,1,1,2,0
1443,001_023_16,3,2,1,1,0
1444,001_023_160,2,1,1,1,0
1445,001_023_161,2,1,1,2,0
1446,001_023_162,2,1,1,2,0
1447,001_023_163,2,1,1,2,0
1448,001_023_164,2,1,1,2,0
1449,001_023_165,2,1,1,2,0
1450,001_023_166,2,1,1,1,0
1451,001_023_168,2,1,1,2,0
1452,001_023_169,2,1,1,2,0
1453,001_023_17,3,1,2,1,0
1454,001_023_170,2,1,1,2,0
1455,001_023_171,2,1,1,2,0
1456,001_023_172,2,2,1,1,0
1457,001_023_173,2,1,1,1,0
1458,001_023_174,2,1,1,1,0
1459,001_023_175,2,1,1,1,0
1460,001_023_176,2,1,1,2,0
1461,001_023_177,2,1,1,1,0
1462,001_023_178,2,1,1,2,0
1463,001_023_179,2,1,1,1,0
1464,001_023_18,3,1,2,1,0
1465,001_023_19,3,2,2,1,0
1466,001_023_2,3,2,2,1,0
1467,001_023_20,3,2,2,1,0
1468,001_023_21,2,1,3,1,0
1469,001_023_22,2,2,1,1,0
1470,001_023_23,3,1,2,1,0
1471,001_023_24,2,3,3,1,0
1472,001_023_25,2,1,2,1,0
1473,001_023_26,2,3,1,1,0
1474,001_023_27,2,1,3,1,0
1475,001_023_28,3,2,2,2,0
1476,001_023_29,3,1,3,2,0
1477,001_023_3,3,2,2,1,0
1478,001_023_30,3,1,2,1,0
1479,001_023_31,1,1,3,1,0
1480,001_023_32,2,1,1,1,0
1481,001_023_33,2,2,1,1,0
1482,001_023_34,3,1,3,1,0
1483,001_023_35,2,1,2,1,0
1484,001_023_36,2,1,2,1,0
1485,001_023_37,2,1,3,1,0
1486,001_023_38,2,1,1,1,0
1487,001_023_39,2,1,3,4,0
1488,001_023_4,2,1,1,1,0
1489,001_023_40,2,1,1,1,0
1490,001_023_41,2,1,3,1,0
1491,001_023_42,1,1,3,2,0
1492,001_023_43,2,1,1,1,0
1493,001_023_44,3,2,3,1,0
1494,001_023_45,2,1,2,1,0
1495,001_023_46,3,4,2,1,0
1496,001_023_47,2,1,1,1,0
1497,001_023_48,3,1,2,1,0
1498,001_023_49,2,1,3,1,0
1499,001_023_5,1,1,2,2,0
1500,001_023_50,3,1,3,2,0
1501,001_023_51,2,1,1,1,0
1502,001_023_52,2,1,2,4,0
1503,001_023_53,3,1,1,1,0
1504,001_023_54,1,1,3,2,0
1505,001_023_55,3,1,3,2,0
1506,001_023_56,3,1,3,1,0
1507,001_023_57,2,1,1,1,0
1508,001_023_58,3,2,2,1,0
1509,001_023_59,3,1,3,1,0
1510,001_023_6,3,2,2,1,0
1511,001_023_60,3,2,1,1,0
1512,001_023_61,3,2,2,1,0
1513,001_023_62,3,2,2,1,0
1514,001_023_63,3,2,2,1,0
1515,001_023_64,3,1,2,1,0
1516,001_023_65,1,1,3,2,0
1517,001_023_66,3,1,2,1,0
1518,001_023_67,3,1,3,2,0
1519,001_023_68,3,2,2,1,0
1520,001_023_7,3,2,2,1,0
1521,001_023_70,3,2,3,1,0
1522,001_023_71,2,1,1,1,0
